Claim_Number,Policy_Number,Customer_ID,Vehicle_Age,IDV,Claim_Amount,Loss_Date,Intimation_Date,Claim_Cause,Garage_ID,Location
CLM0188,POL081,CUST655,3,497256.8,352100.32800982794,2023-05-21 19:16:28,2023-05-23 19:16:28,Fire,GAR033,Bangalore
CLM0189,POL361,CUST244,14,223604.99999999994,216730.5700232571,2023-07-26 00:27:57,2023-08-03 00:27:57,Major Accident,GAR047,Madurai
CLM0190,POL399,CUST163,3,457824.45,395564.4431630888,2023-10-21 02:52:34,2023-10-24 02:52:34,Self Accident,GAR045,Madurai
CLM0191,POL154,CUST565,11,357702.3,204979.422667122,2023-06-26 18:31:40,2023-07-05 18:31:40,Theft,GAR036,Bangalore
CLM0192,POL296,CUST521,7,543279.7499999999,216657.31689297545,2023-10-19 09:27:25,2023-10-27 09:27:25,Minor Accident,GAR049,Chennai
CLM0193,POL093,CUST234,12,298543.19999999995,159734.82860150732,2024-02-11 07:30:11,2024-02-14 07:30:11,Minor Accident,GAR009,Chennai
CLM0194,POL368,CUST424,14,265248.29999999993,180107.19351096996,2023-03-01 00:39:45,2023-03-04 00:39:45,Minor Accident,GAR038,Madurai
CLM0195,POL189,CUST590,8,209815.8,97691.8329110907,2023-05-19 04:14:44,2023-05-27 04:14:44,Theft,GAR036,Bangalore
CLM0196,POL162,CUST477,9,486837.45,198096.9944090485,2024-10-25 08:11:21,2024-10-29 08:11:21,Minor Accident,GAR044,Chennai
CLM0197,POL310,CUST079,12,304278.79999999993,193884.3358554459,2024-05-06 20:36:01,2024-05-13 20:36:01,Theft,GAR026,Bangalore
CLM0198,POL247,CUST127,3,482237.3,159527.68017762265,2024-07-20 11:48:19,2024-07-20 11:48:19,Major Accident,GAR013,Chennai
CLM0199,POL269,CUST388,6,576452.7999999999,259949.75827732572,2023-05-22 17:32:37,2023-05-25 17:32:37,Minor Accident,GAR016,Bangalore
CLM0200,POL040,CUST705,1,887444.3999999999,285019.0502955361,2024-08-07 04:07:05,2024-08-10 04:07:05,Minor Accident,GAR013,Chennai
CLM0201,POL009,CUST303,11,152075.24999999997,67686.43836393378,2023-10-16 12:29:16,2023-10-18 12:29:16,Major Accident,GAR040,Coimbatore
CLM0202,POL266,CUST294,2,325950.3,278800.741450411,2023-10-19 22:36:33,2023-10-28 22:36:33,Theft,GAR004,Madurai
CLM0203,POL168,CUST469,10,200930.0,192258.30210327942,2024-11-10 01:44:44,2024-11-18 01:44:44,Minor Accident,GAR043,Bangalore
CLM0204,POL337,CUST566,2,390316.5,272142.2411994231,2024-10-09 05:33:29,2024-10-12 05:33:29,Minor Accident,GAR032,Bangalore
CLM0205,POL080,CUST534,7,231382.44999999998,93051.02145674982,2024-02-04 12:41:23,2024-02-04 12:41:23,Major Accident,GAR007,Chennai
CLM0206,POL355,CUST638,0,330425.0,175043.61584497115,2023-11-22 21:05:11,2023-11-30 21:05:11,Theft,GAR035,Coimbatore
CLM0207,POL374,CUST692,11,228983.39999999997,87883.70551287655,2024-04-06 23:09:20,2024-04-14 23:09:20,Flood Damage,GAR024,Bangalore
CLM0208,POL027,CUST302,0,725345.0,384018.1590971662,2023-09-10 17:56:40,2023-09-17 17:56:40,Self Accident,GAR017,Coimbatore
CLM0209,POL271,CUST709,11,341284.05,236917.51119321413,2023-12-13 01:46:57,2023-12-22 01:46:57,Flood Damage,GAR045,Madurai
CLM0210,POL291,CUST483,6,589792.0,268669.32074490096,2023-06-06 10:13:19,2023-06-11 10:13:19,Minor Accident,GAR001,Coimbatore
CLM0211,POL310,CUST089,9,391732.00000000006,316155.49381705164,2023-02-07 22:23:31,2023-02-14 22:23:31,Major Accident,GAR020,Chennai
CLM0212,POL397,CUST021,0,637652.0,267273.2186123044,2024-04-29 07:42:19,2024-05-03 07:42:19,Theft,GAR043,Bangalore
CLM0213,POL042,CUST621,11,213672.59999999998,159533.9491437083,2024-10-03 22:35:15,2024-10-12 22:35:15,Fire,GAR029,Madurai
CLM0214,POL179,CUST249,13,328898.14999999997,153699.6977419796,2023-04-16 04:10:22,2023-04-18 04:10:22,Minor Accident,GAR030,Madurai
CLM0215,POL141,CUST738,3,724764.4,483406.22862410615,2024-02-18 06:13:25,2024-02-18 06:13:25,Major Accident,GAR027,Coimbatore
CLM0216,POL227,CUST430,14,118192.19999999997,89204.01144877732,2024-12-05 03:50:21,2024-12-05 03:50:21,Major Accident,GAR042,Bangalore
CLM0217,POL320,CUST227,8,382474.2,348993.8483147612,2023-07-18 14:12:59,2023-07-27 14:12:59,Major Accident,GAR013,Chennai
CLM0218,POL314,CUST084,5,693525.75,537258.0650360343,2023-03-07 14:09:33,2023-03-16 14:09:33,Minor Accident,GAR012,Madurai
CLM0219,POL017,CUST359,2,298602.0,216318.84912529914,2024-06-22 05:45:11,2024-06-29 05:45:11,Flood Damage,GAR036,Bangalore
CLM0220,POL261,CUST326,2,270928.8,227689.03030691048,2024-03-28 00:48:30,2024-03-29 00:48:30,Major Accident,GAR011,Bangalore
CLM0221,POL323,CUST139,0,911549.0,584034.4002093383,2024-11-26 04:44:20,2024-12-03 04:44:20,Major Accident,GAR047,Madurai
CLM0222,POL085,CUST644,11,309699.89999999997,238109.3286730299,2024-03-23 15:50:01,2024-03-30 15:50:01,Minor Accident,GAR002,Madurai
CLM0223,POL363,CUST613,13,338243.85,188831.55800526106,2023-09-13 14:10:37,2023-09-18 14:10:37,Major Accident,GAR025,Bangalore
CLM0224,POL038,CUST404,7,573587.2999999999,271083.7413197961,2024-03-25 12:02:52,2024-04-02 12:02:52,Minor Accident,GAR002,Madurai
CLM0225,POL047,CUST229,5,530702.25,256401.00016319228,2024-07-21 22:06:28,2024-07-22 22:06:28,Fire,GAR045,Madurai
CLM0226,POL391,CUST434,2,417703.5,388944.1323199589,2024-03-18 06:48:47,2024-03-24 06:48:47,Minor Accident,GAR002,Madurai
CLM0227,POL059,CUST778,9,358619.80000000005,151486.4503373701,2024-06-08 07:24:46,2024-06-17 07:24:46,Flood Damage,GAR014,Bangalore
CLM0228,POL318,CUST721,9,328436.35000000003,287759.0064863295,2024-12-30 01:47:33,2024-12-30 01:47:33,Flood Damage,GAR004,Madurai
CLM0229,POL070,CUST041,2,436992.3,333352.8138176316,2023-12-23 17:13:57,2023-12-28 17:13:57,Flood Damage,GAR036,Bangalore
CLM0230,POL251,CUST452,11,208167.74999999997,148489.83686102025,2023-06-05 04:40:26,2023-06-12 04:40:26,Fire,GAR022,Chennai
CLM0231,POL333,CUST264,5,333945.0,318329.6024230857,2023-01-26 10:26:16,2023-01-29 10:26:16,Theft,GAR033,Bangalore
CLM0232,POL214,CUST186,10,477787.5,376631.1389630064,2024-08-28 23:58:57,2024-08-29 23:58:57,Major Accident,GAR039,Coimbatore
CLM0233,POL231,CUST055,4,689056.8,528782.9568824173,2024-09-24 23:07:31,2024-10-01 23:07:31,Fire,GAR035,Coimbatore
CLM0234,POL120,CUST578,9,406621.60000000003,363620.3622567554,2024-11-18 13:11:13,2024-11-26 13:11:13,Theft,GAR008,Bangalore
CLM0235,POL017,CUST588,7,479492.6499999999,366215.3199517292,2024-05-26 07:41:20,2024-05-27 07:41:20,Flood Damage,GAR035,Coimbatore
CLM0236,POL247,CUST058,3,358726.35,197004.61446224485,2023-01-28 05:21:35,2023-01-28 05:21:35,Self Accident,GAR026,Bangalore
CLM0237,POL210,CUST055,1,786942.95,239059.30587888777,2024-12-08 13:05:15,2024-12-17 13:05:15,Minor Accident,GAR003,Chennai
CLM0238,POL175,CUST094,2,380581.2,346230.49217538146,2023-01-26 09:07:11,2023-01-30 09:07:11,Minor Accident,GAR023,Bangalore
CLM0239,POL279,CUST618,8,392963.39999999997,185349.5988492221,2024-12-25 01:25:08,2024-12-30 01:25:08,Major Accident,GAR015,Chennai
CLM0240,POL079,CUST230,9,387459.60000000003,279024.5016885648,2024-06-11 14:48:29,2024-06-12 14:48:29,Minor Accident,GAR046,Madurai
CLM0241,POL116,CUST343,12,268101.19999999995,119841.71857732275,2023-08-26 19:24:23,2023-09-03 19:24:23,Major Accident,GAR020,Chennai
CLM0242,POL081,CUST384,10,227884.0,90317.85078159421,2024-07-13 18:12:10,2024-07-13 18:12:10,Minor Accident,GAR006,Bangalore
CLM0243,POL382,CUST112,1,584579.65,269466.80354818417,2023-09-29 00:22:28,2023-10-04 00:22:28,Theft,GAR028,Chennai
CLM0244,POL054,CUST705,6,643304.8999999999,628035.2628740493,2023-02-25 20:13:03,2023-03-06 20:13:03,Fire,GAR033,Bangalore
CLM0245,POL157,CUST127,1,934709.75,808022.9074336393,2024-07-01 14:27:07,2024-07-04 14:27:07,Minor Accident,GAR013,Chennai
CLM0246,POL244,CUST233,7,283755.55,194605.60717622656,2024-06-23 12:26:14,2024-06-30 12:26:14,Fire,GAR007,Chennai
CLM0247,POL384,CUST455,0,547659.0,212530.76142569308,2024-03-23 08:02:30,2024-03-23 08:02:30,Flood Damage,GAR048,Coimbatore
CLM0248,POL393,CUST634,7,310172.85,225183.5592113626,2024-08-21 06:13:51,2024-08-24 06:13:51,Flood Damage,GAR047,Madurai
CLM0249,POL362,CUST397,10,438070.0,213691.91902446817,2024-04-21 18:24:04,2024-04-25 18:24:04,Minor Accident,GAR012,Madurai
CLM0250,POL219,CUST227,4,319701.60000000003,214194.9500644656,2024-12-23 19:41:41,2024-12-31 19:41:41,Minor Accident,GAR009,Chennai
CLM0251,POL206,CUST127,5,611353.5,457691.28467080736,2024-08-04 10:38:41,2024-08-05 10:38:41,Minor Accident,GAR027,Coimbatore
CLM0252,POL317,CUST728,6,506976.39999999997,318749.38478858914,2023-10-09 12:25:58,2023-10-18 12:25:58,Major Accident,GAR014,Bangalore
CLM0253,POL209,CUST452,5,749091.0,292869.3105520107,2024-03-04 14:04:39,2024-03-07 14:04:39,Flood Damage,GAR014,Bangalore
CLM0254,POL216,CUST432,0,926544.0,563640.1083576715,2024-08-04 16:14:30,2024-08-09 16:14:30,Theft,GAR028,Chennai
CLM0255,POL338,CUST306,13,293918.8,227651.18500945208,2023-07-19 10:16:51,2023-07-25 10:16:51,Major Accident,GAR049,Chennai
CLM0256,POL363,CUST064,14,98292.89999999998,52168.46895456027,2024-12-30 22:40:32,2025-01-06 22:40:32,Self Accident,GAR016,Bangalore
CLM0257,POL269,CUST291,12,201568.39999999997,130249.08413622106,2024-02-17 23:28:14,2024-02-26 23:28:14,Major Accident,GAR001,Coimbatore
CLM0258,POL025,CUST754,9,350424.25,140277.4296266442,2023-05-15 10:58:36,2023-05-18 10:58:36,Minor Accident,GAR004,Madurai
CLM0259,POL112,CUST553,1,343727.1,205673.19287616565,2024-06-10 18:15:05,2024-06-19 18:15:05,Minor Accident,GAR048,Coimbatore
CLM0260,POL124,CUST025,0,581768.0,286767.82247652765,2024-05-25 16:58:24,2024-05-29 16:58:24,Theft,GAR005,Coimbatore
CLM0261,POL228,CUST087,11,318186.44999999995,241481.16426112788,2024-03-06 05:47:18,2024-03-06 05:47:18,Theft,GAR012,Madurai
CLM0262,POL269,CUST332,9,206978.75000000003,163094.80158045655,2023-07-26 04:16:48,2023-08-01 04:16:48,Theft,GAR050,Madurai
CLM0263,POL243,CUST427,14,182590.79999999996,71557.73238185717,2023-08-26 11:06:22,2023-09-03 11:06:22,Fire,GAR022,Chennai
CLM0264,POL045,CUST442,4,307328.0,243128.50526502816,2023-06-12 16:50:03,2023-06-13 16:50:03,Theft,GAR002,Madurai
CLM0265,POL006,CUST365,5,521333.25,187488.63025275402,2024-10-27 12:43:36,2024-11-02 12:43:36,Theft,GAR035,Coimbatore
CLM0266,POL058,CUST011,8,445683.6,311796.7231188273,2023-02-15 05:55:36,2023-02-21 05:55:36,Theft,GAR047,Madurai
CLM0267,POL044,CUST225,4,776621.6000000001,477047.27378056035,2024-02-18 02:31:53,2024-02-19 02:31:53,Self Accident,GAR037,Bangalore
CLM0268,POL126,CUST039,0,600011.0,434657.8825280926,2023-02-02 17:27:24,2023-02-04 17:27:24,Flood Damage,GAR018,Chennai
CLM0269,POL125,CUST446,11,387748.8,284854.6748677954,2023-01-23 06:58:47,2023-01-24 06:58:47,Minor Accident,GAR041,Madurai
CLM0270,POL290,CUST692,11,321414.3,148232.6378220015,2023-05-10 22:21:59,2023-05-17 22:21:59,Minor Accident,GAR016,Bangalore
CLM0271,POL280,CUST032,2,659160.9,314601.5990398098,2023-08-23 00:08:27,2023-08-30 00:08:27,Minor Accident,GAR001,Coimbatore
CLM0272,POL066,CUST356,8,438492.0,150524.2779000958,2023-03-09 21:41:06,2023-03-11 21:41:06,Major Accident,GAR021,Chennai
CLM0273,POL359,CUST541,7,387905.04999999993,359769.31692965014,2024-08-25 00:01:07,2024-08-28 00:01:07,Major Accident,GAR036,Bangalore
CLM0274,POL061,CUST049,9,191683.80000000002,188902.6604718095,2024-01-07 01:57:40,2024-01-09 01:57:40,Theft,GAR027,Coimbatore
CLM0275,POL361,CUST547,14,296780.69999999995,150920.03742029148,2024-08-07 15:38:27,2024-08-13 15:38:27,Theft,GAR040,Coimbatore
CLM0276,POL194,CUST206,10,436022.5,227454.61943057168,2023-03-21 18:49:00,2023-03-21 18:49:00,Flood Damage,GAR016,Bangalore
CLM0277,POL143,CUST211,2,404560.8,203572.77838053007,2023-09-12 17:48:08,2023-09-16 17:48:08,Minor Accident,GAR028,Chennai
CLM0278,POL062,CUST778,1,644218.75,453438.7236414303,2023-11-15 02:53:24,2023-11-16 02:53:24,Major Accident,GAR016,Bangalore
CLM0279,POL072,CUST318,6,649205.8999999999,270391.10309410497,2023-10-21 05:14:59,2023-10-23 05:14:59,Major Accident,GAR018,Chennai
CLM0280,POL184,CUST566,8,380998.8,178803.25358893943,2023-05-28 11:34:46,2023-05-29 11:34:46,Fire,GAR026,Bangalore
CLM0281,POL332,CUST056,11,392891.85,203369.61116532187,2024-09-24 07:12:35,2024-09-24 07:12:35,Fire,GAR040,Coimbatore
CLM0282,POL285,CUST606,7,598719.5499999999,401847.24812488275,2024-05-28 12:23:42,2024-06-03 12:23:42,Major Accident,GAR013,Chennai
CLM0283,POL168,CUST778,2,682182.0,517005.42274459265,2024-06-24 05:20:11,2024-06-30 05:20:11,Theft,GAR011,Bangalore
CLM0284,POL097,CUST149,3,724421.0,423540.3008888937,2024-12-26 03:39:32,2025-01-04 03:39:32,Minor Accident,GAR007,Chennai
CLM0285,POL077,CUST375,5,492777.75,361092.05358882196,2023-11-07 03:34:03,2023-11-09 03:34:03,Major Accident,GAR008,Bangalore
CLM0286,POL264,CUST192,6,248042.19999999998,130294.11641902498,2024-07-26 00:54:09,2024-08-01 00:54:09,Fire,GAR028,Chennai
CLM0287,POL033,CUST657,12,351499.5999999999,325538.6162519794,2023-10-26 10:43:24,2023-10-27 10:43:24,Minor Accident,GAR037,Bangalore
CLM0288,POL306,CUST752,11,373342.05,279138.7301526244,2023-11-10 00:46:09,2023-11-13 00:46:09,Theft,GAR014,Bangalore
CLM0289,POL248,CUST317,3,562102.45,217335.77735701427,2023-06-27 22:15:23,2023-07-01 22:15:23,Fire,GAR040,Coimbatore
CLM0290,POL321,CUST360,13,311993.14999999997,238298.22319389007,2023-09-27 10:35:13,2023-09-27 10:35:13,Theft,GAR025,Bangalore
CLM0291,POL379,CUST397,6,217629.3,109335.55185202173,2024-12-24 03:25:01,2024-12-24 03:25:01,Flood Damage,GAR015,Chennai
CLM0292,POL141,CUST276,6,430909.5,158854.62668816422,2024-12-13 07:24:51,2024-12-21 07:24:51,Minor Accident,GAR020,Chennai
CLM0293,POL389,CUST760,7,547993.5499999999,437410.7529486117,2024-03-30 18:25:39,2024-03-31 18:25:39,Major Accident,GAR047,Madurai
CLM0294,POL163,CUST679,8,394788.0,280033.10255757254,2024-07-01 05:33:21,2024-07-07 05:33:21,Minor Accident,GAR024,Bangalore
CLM0295,POL054,CUST235,8,492444.6,243222.19565911795,2023-01-07 05:46:19,2023-01-07 05:46:19,Minor Accident,GAR034,Chennai
CLM0296,POL230,CUST735,4,765593.6000000001,535845.876043631,2023-02-25 03:37:26,2023-02-25 03:37:26,Major Accident,GAR029,Madurai
CLM0297,POL352,CUST570,11,155407.49999999997,52176.79641865774,2024-05-21 19:49:33,2024-05-27 19:49:33,Minor Accident,GAR048,Coimbatore
CLM0298,POL351,CUST437,12,397212.3999999999,288886.3786502143,2023-07-24 03:45:19,2023-07-30 03:45:19,Minor Accident,GAR016,Bangalore
CLM0299,POL120,CUST753,5,310074.75,180533.05988977477,2023-07-04 00:13:20,2023-07-04 00:13:20,Theft,GAR008,Bangalore
CLM0300,POL242,CUST120,11,234113.39999999997,87679.7690383045,2023-12-19 08:12:01,2023-12-20 08:12:01,Major Accident,GAR040,Coimbatore
CLM0301,POL361,CUST068,0,567304.0,458710.0936058166,2024-12-06 19:52:23,2024-12-06 19:52:23,Major Accident,GAR042,Bangalore
CLM0302,POL140,CUST293,4,634950.4,404041.0537943438,2023-06-10 17:49:45,2023-06-15 17:49:45,Minor Accident,GAR019,Madurai
CLM0303,POL135,CUST242,13,269977.75,134914.18091839907,2023-01-29 12:37:10,2023-01-31 12:37:10,Minor Accident,GAR038,Madurai
CLM0304,POL382,CUST015,10,351782.5,305723.9000009001,2024-07-18 01:25:53,2024-07-25 01:25:53,Major Accident,GAR034,Chennai
CLM0305,POL173,CUST081,14,175710.89999999997,145451.79064449956,2024-11-07 04:33:40,2024-11-14 04:33:40,Fire,GAR003,Chennai
CLM0306,POL292,CUST688,10,170212.0,92728.53539748034,2023-08-18 09:16:36,2023-08-18 09:16:36,Flood Damage,GAR025,Bangalore
CLM0307,POL019,CUST013,8,240942.0,142852.17301870623,2023-04-20 12:20:01,2023-04-26 12:20:01,Minor Accident,GAR022,Chennai
CLM0308,POL330,CUST295,10,247208.0,236804.44115887219,2024-12-22 02:40:06,2024-12-24 02:40:06,Fire,GAR003,Chennai
CLM0309,POL301,CUST053,9,540761.65,367163.1773079661,2023-10-28 16:30:32,2023-11-06 16:30:32,Major Accident,GAR012,Madurai
CLM0310,POL120,CUST465,7,477268.3499999999,256879.03858139523,2024-08-21 12:01:17,2024-08-21 12:01:17,Minor Accident,GAR046,Madurai
CLM0311,POL107,CUST462,2,483235.2,212666.85086021348,2023-09-07 12:35:32,2023-09-14 12:35:32,Theft,GAR029,Madurai
CLM0312,POL247,CUST401,10,292710.0,232220.6958986971,2023-02-10 02:21:54,2023-02-14 02:21:54,Minor Accident,GAR031,Coimbatore
CLM0313,POL210,CUST190,4,655056.8,644991.5621036118,2023-07-17 20:15:12,2023-07-21 20:15:12,Fire,GAR016,Bangalore
CLM0314,POL113,CUST406,5,241518.0,96586.0073368545,2023-04-26 17:43:45,2023-04-29 17:43:45,Flood Damage,GAR014,Bangalore
CLM0315,POL095,CUST069,3,282953.1,136954.42110142065,2024-09-02 15:04:27,2024-09-08 15:04:27,Minor Accident,GAR010,Coimbatore
CLM0316,POL362,CUST750,5,372499.5,311073.9690552036,2024-05-13 00:32:48,2024-05-21 00:32:48,Minor Accident,GAR007,Chennai
CLM0317,POL397,CUST208,12,311581.5999999999,296951.20624340454,2023-03-23 06:53:02,2023-03-29 06:53:02,Minor Accident,GAR034,Chennai
CLM0318,POL038,CUST796,3,723718.9,314821.2585182063,2024-09-10 23:36:07,2024-09-14 23:36:07,Theft,GAR038,Madurai
CLM0319,POL075,CUST762,12,213869.99999999994,68672.83093460856,2023-05-25 17:12:43,2023-05-28 17:12:43,Fire,GAR050,Madurai
CLM0320,POL126,CUST773,10,257250.5,97614.80130259368,2024-01-02 00:52:44,2024-01-03 00:52:44,Minor Accident,GAR014,Bangalore
CLM0321,POL026,CUST792,2,648443.7000000001,299369.7200628395,2023-02-02 17:49:19,2023-02-08 17:49:19,Minor Accident,GAR043,Bangalore
CLM0322,POL251,CUST257,5,345810.75,106721.51874884836,2024-11-17 07:55:41,2024-11-20 07:55:41,Theft,GAR028,Chennai
CLM0323,POL242,CUST180,9,329707.95,175640.2473315992,2023-08-23 17:03:04,2023-08-26 17:03:04,Minor Accident,GAR036,Bangalore
CLM0324,POL209,CUST426,14,96593.99999999999,92251.35942095408,2023-01-29 21:00:04,2023-01-29 21:00:04,Fire,GAR040,Coimbatore
CLM0325,POL326,CUST228,8,465991.2,161376.98262195676,2024-04-02 10:31:19,2024-04-04 10:31:19,Minor Accident,GAR001,Coimbatore
CLM0326,POL159,CUST628,14,246002.69999999995,237843.95410506896,2024-03-13 18:56:10,2024-03-14 18:56:10,Fire,GAR010,Coimbatore
CLM0327,POL243,CUST346,0,580168.0,390714.7594062747,2024-01-02 20:45:24,2024-01-10 20:45:24,Flood Damage,GAR047,Madurai
CLM0328,POL292,CUST223,5,533898.0,303070.2441800006,2024-08-24 08:21:37,2024-08-31 08:21:37,Major Accident,GAR016,Bangalore
CLM0329,POL121,CUST079,11,146556.0,116422.24796205506,2023-06-19 00:29:15,2023-06-22 00:29:15,Theft,GAR033,Bangalore
CLM0330,POL248,CUST673,4,750185.6000000001,586447.973918337,2024-05-08 01:35:15,2024-05-10 01:35:15,Minor Accident,GAR037,Bangalore
CLM0331,POL010,CUST241,10,258505.0,107134.98335564129,2023-10-17 18:10:22,2023-10-18 18:10:22,Theft,GAR006,Bangalore
CLM0332,POL229,CUST245,4,241454.40000000002,185982.02144304395,2024-08-24 18:46:31,2024-09-02 18:46:31,Minor Accident,GAR034,Chennai
CLM0333,POL081,CUST314,11,338937.3,106268.9277565345,2024-08-31 18:18:57,2024-09-08 18:18:57,Minor Accident,GAR032,Bangalore
CLM0334,POL203,CUST790,4,342384.80000000005,235117.76318740228,2023-10-02 20:45:51,2023-10-06 20:45:51,Minor Accident,GAR001,Coimbatore
CLM0335,POL095,CUST588,11,234303.74999999997,201891.05405668076,2023-03-25 23:19:41,2023-03-27 23:19:41,Minor Accident,GAR019,Madurai
CLM0336,POL160,CUST365,4,267355.2,225268.6026532473,2024-03-04 22:31:49,2024-03-07 22:31:49,Minor Accident,GAR014,Bangalore
CLM0337,POL235,CUST238,4,598208.0,371680.4892269522,2023-03-10 03:25:52,2023-03-10 03:25:52,Minor Accident,GAR004,Madurai
CLM0338,POL172,CUST061,3,355576.25,248607.93939286834,2024-11-22 05:51:13,2024-11-22 05:51:13,Flood Damage,GAR037,Bangalore
CLM0339,POL289,CUST072,3,810488.6,411788.7126993953,2024-01-21 23:31:17,2024-01-27 23:31:17,Theft,GAR039,Coimbatore
CLM0340,POL337,CUST548,8,300356.39999999997,283105.48634615226,2023-01-03 03:47:28,2023-01-04 03:47:28,Major Accident,GAR023,Bangalore
CLM0341,POL258,CUST765,14,153113.09999999998,108408.53647534589,2023-06-06 22:34:17,2023-06-12 22:34:17,Minor Accident,GAR049,Chennai
CLM0342,POL333,CUST704,2,699927.3,618968.912522486,2024-08-29 10:38:32,2024-09-07 10:38:32,Minor Accident,GAR039,Coimbatore
CLM0343,POL111,CUST017,5,742055.25,454611.5082971828,2024-05-04 07:46:30,2024-05-06 07:46:30,Theft,GAR027,Coimbatore
CLM0344,POL372,CUST555,0,679260.0,388196.5186115126,2023-05-16 20:47:13,2023-05-19 20:47:13,Minor Accident,GAR047,Madurai
CLM0345,POL163,CUST208,1,365692.05,298039.8354105743,2024-07-10 07:30:55,2024-07-10 07:30:55,Minor Accident,GAR017,Coimbatore
CLM0346,POL220,CUST393,1,946201.8999999999,927391.8845913471,2023-06-25 04:58:51,2023-06-27 04:58:51,Minor Accident,GAR035,Coimbatore
CLM0347,POL248,CUST096,13,115693.9,92344.43563915828,2023-12-05 06:24:20,2023-12-14 06:24:20,Fire,GAR027,Coimbatore
CLM0348,POL200,CUST407,0,509929.0,209842.31939395634,2024-06-14 06:09:45,2024-06-21 06:09:45,Major Accident,GAR018,Chennai
CLM0349,POL341,CUST269,13,307632.85,278393.1010672648,2023-03-13 18:23:06,2023-03-18 18:23:06,Major Accident,GAR013,Chennai
CLM0350,POL310,CUST716,11,303507.44999999995,106952.07645350233,2023-07-22 04:23:36,2023-07-29 04:23:36,Flood Damage,GAR045,Madurai
CLM0351,POL304,CUST014,11,224593.19999999998,198437.12333030056,2023-02-05 16:28:54,2023-02-07 16:28:54,Minor Accident,GAR007,Chennai
CLM0352,POL049,CUST297,3,263908.85,183026.42927561607,2024-10-08 16:39:46,2024-10-10 16:39:46,Minor Accident,GAR046,Madurai
CLM0353,POL286,CUST327,2,605727.0,511316.1234063567,2023-01-20 20:28:48,2023-01-22 20:28:48,Theft,GAR049,Chennai
CLM0354,POL182,CUST674,8,228750.6,74811.28778305963,2023-06-12 14:27:13,2023-06-14 14:27:13,Fire,GAR025,Bangalore
CLM0355,POL228,CUST595,5,663576.75,619421.1038495935,2024-05-05 19:07:32,2024-05-05 19:07:32,Minor Accident,GAR014,Bangalore
CLM0356,POL197,CUST325,12,243197.99999999994,188083.75284293736,2023-02-18 06:32:28,2023-02-23 06:32:28,Major Accident,GAR004,Madurai
CLM0357,POL375,CUST161,1,506934.25,309640.9690488429,2023-07-29 16:33:07,2023-08-04 16:33:07,Theft,GAR037,Bangalore
